%Automatically built ARFF-file
%Feature sets: ['avg_sentiment_no_neutral', 'min_sentiment', 'max_sentiment']
@RELATION sentiment

@ATTRIBUTE avg_sentiment_no_neutral NUMERIC
@ATTRIBUTE max_sentiment NUMERIC
@ATTRIBUTE min_sentiment NUMERIC
@ATTRIBUTE sentiment {"--", "-", "0", "+", "++"}

@DATA
0.34722,0.625,0.5,"0"
0.319444,0.5,0.041667,"--"
?,0.5,0.5,"0"
0.736728888889,0.625,0.225,"0"
0.293651428571,0.5,0.11111,"0"
0.19444,0.54167,0.54167,"-"
0.65278,0.56944,0.5,"-"
?,0.5,0.33333,"-"
0.157405555556,0.5,0.13889,"--"
?,0.5,0.27778,"-"
0.324074444444,0.5,0.25,"--"
0.320512307692,0.5,0.125,"-"
0.423202352941,0.5,0.26389,"-"
?,0.5,0.5,"-"
0.468746875,0.45833,0.19444,"-"
0.83333,0.83333,0.5,"+"
?,0.625,0.5,"0"
0.578703333333,0.5,0.25,"-"
0.13889,0.5,0.38889,"--"
0.375,0.52778,0.375,"-"
0.364198888889,0.51389,0.16667,"--"
0.504631111111,0.68056,0.51389,"-"
0.449073333333,0.70833,0.20833,"-"
0.357804761905,0.73611,0.15278,"-"
0.25,0.36111,0.25,"--"
0.23611,0.5,0.20833,"--"
0.68056,0.70833,0.5,"+"
0.25,0.5,0.125,"-"
0.33333,0.45833,0.29167,"-"
0.25,0.5,0.38889,"-"
?,0.5,0.27778,"0"
0.625,0.58333,0.40278,"0"
0.33333,0.34722,0.34722,"-"
0.26574,0.54167,0.43056,"0"
0.239966111111,0.5,0.055556,"--"
0.515872857143,0.72222,0.5,"+"
0.38889,0.5,0.5,"-"
0.48457,0.5,0.48611,"--"
?,0.52778,0.41667,"--"
0.59722,0.5,0.45833,"-"
?,0.5,0.375,"+"
0.444445,0.625,0.26389,"--"
0.754626666667,0.5,0.40278,"0"
0.385184666667,0.47222,0.36111,"--"
0.013889,0.5,0.15278,"--"
?,0.55556,0.41667,"+"
0.375,0.5,0.5,"0"
0.61111,0.61111,0.47222,"0"
?,0.5,0.40278,"0"
0.61111,0.56944,0.40278,"0"
?,0.5,0.23611,"-"
?,0.55556,0.5,"-"
0.431820909091,0.5,0.15278,"--"
0.283728571429,0.58333,0.34722,"-"
?,0.5,0.5,"-"
0.77778,0.77778,0.48611,"+"
0.3897575,0.63889,0.18056,"0"
0.337673125,0.5,0.36111,"0"
0.27778,0.45833,0.29167,"--"
0.4694455,0.5,0.5,"-"
0.57738,0.375,0.16667,"-"
0.27778,0.5,0.27778,"-"
0.19444,0.47222,0.19444,"--"
0.731483333333,0.61111,0.26389,"--"
0.627137692308,0.52778,0.52778,"0"
?,0.5,0.5,"+"
0.15278,0.5,0.25,"-"
0.405983846154,0.61111,0.30556,"-"
0.459596363636,0.61111,0.51389,"0"
0.293211111111,0.5,0.027778,"--"
?,0.5,0.41667,"-"
0.61111,0.5,0.5,"+"
0.65278,0.52778,0.5,"0"
0.268515833333,0.5,0.11111,"-"
0.70833,0.68056,0.5,"++"
0.27778,0.5,0.16667,"-"
0.707073636364,0.55556,0.5,"--"
0.524692222222,0.48611,0.30556,"-"
0.0534192307692,0.13889,0.027778,"--"
0.20833,0.52778,0.30556,"-"
0.57176,0.5,0.29167,"-"
?,0.55556,0.5,"+"
0.125,0.5,0.23611,"--"
0.575398571429,0.5,0.47222,"0"
0.272224,0.5,0.013889,"-"
0.230155714286,0.5,0.20833,"--"
0.226194285714,0.5,0.22222,"-"
0.38889,0.65278,0.5,"+"
0.561727777778,0.58333,0.16667,"--"
0.68056,0.55556,0.5,"+"
0.16667,0.5,0.33333,"-"
0.31944,0.48611,0.31944,"-"
0.36111,0.5,0.41667,"-"
?,0.76389,0.43056,"0"
0.368688181818,0.72222,0.097222,"--"
0.402774,0.73611,0.38889,"-"
?,0.40278,0.36111,"0"
?,0.5,0.43056,"0"
0.279627333333,0.625,0.36111,"--"
0.629275384615,0.55556,0.5,"+"
0.027778,0.54167,0.041667,"--"
0.625,0.55556,0.5,"0"
1.0,1.0,0.5,"++"
0.22222,0.51389,0.22222,"--"
0.720089230769,0.80556,0.66667,"+"
0.228398888889,0.5,0.1,"0"
0.083333,0.5,0.055556,"--"
0.79167,0.69444,0.43056,"0"
?,0.5,0.43056,"-"
0.38889,0.45833,0.375,"0"
0.421296666667,0.5,0.40278,"0"
?,0.5,0.45833,"-"
0.80556,0.5,0.48611,"-"
0.36111,0.5,0.16667,"-"
0.488246153846,0.44444,0.30556,"--"
0.33333,0.52778,0.375,"-"
0.27778,0.5,0.27778,"+"
0.490081428571,0.29167,0.19444,"-"
0.211114,0.59722,0.15278,"--"
?,0.55556,0.45833,"0"
0.370367777778,0.5,0.33333,"-"
0.493054375,0.5,0.31944,"+"
?,0.5,0.44444,"+"
0.478177142857,0.65278,0.44444,"+"
0.34722,0.56944,0.23611,"-"
0.289355,0.66667,0.125,"--"
0.380556,0.5,0.31944,"-"
0.468434545455,0.5,0.30556,"-"
0.15278,0.5,0.069444,"-"
0.555553333333,0.66667,0.5,"0"
0.162879090909,0.33333,0.26389,"--"
0.69444,0.80556,0.51389,"+"
0.14861,0.44444,0.19444,"--"
?,0.47222,0.38889,"+"
0.34722,0.5,0.18056,"0"
0.70139,0.5,0.38889,"-"
?,0.625,0.45833,"0"
?,0.63889,0.5,"0"
0.737372727273,0.98611,0.45833,"+"
?,0.5,0.48611,"0"
0.36111,0.47222,0.0,"--"
0.564813333333,0.5,0.31944,"0"
0.125,0.58333,0.25,"-"
0.227564615385,0.5,0.22222,"--"
0.013889,0.5,0.125,"--"
0.15278,0.38889,0.34722,"--"
0.38889,0.5,0.26389,"0"
0.32639,0.27778,0.069444,"-"
?,0.68056,0.58333,"0"
0.37673625,0.5,0.11111,"-"
0.554167,0.63889,0.5,"-"
0.36111,0.56944,0.16667,"-"
?,0.54167,0.36111,"0"
?,0.5,0.43056,"0"
0.249073333333,0.5,0.20833,"--"
0.17535125,0.72222,0.5,"-"
0.31944,0.5,0.48611,"0"
?,0.5,0.23611,"-"
0.622685,0.625,0.61111,"--"
0.75,0.5,0.30556,"+"
0.308334,0.38889,0.375,"-"
0.61111,0.59722,0.45833,"--"
0.541666,0.41667,0.26389,"--"
0.31944,0.5,0.15278,"--"
0.36111,0.47222,0.41667,"-"
0.70833,0.5,0.36111,"--"
0.65278,0.65278,0.55556,"--"
0.29167,0.5,0.43056,"-"
0.33333,0.45833,0.41667,"-"
?,0.5,0.40278,"0"
0.502314166667,0.44444,0.083333,"--"
0.38889,0.5,0.20833,"-"
0.19444,0.79167,0.19444,"0"
0.041667,0.5,0.38889,"--"
0.66667,0.51389,0.44444,"-"
0.70833,0.52778,0.5,"+"
0.2604175,0.52778,0.13889,"0"
0.23611,0.5,0.23611,"-"
?,0.52778,0.5,"+"
0.63889,0.55556,0.31944,"--"
0.7037,0.5,0.027778,"-"
0.625,0.61111,0.5,"0"
0.26389,0.5,0.23611,"--"
?,0.36111,0.33333,"-"
0.30556,0.5,0.44444,"--"
0.31944,0.5,0.43056,"-"
0.17361,0.5,0.125,"--"
0.505035,0.5,0.47222,"-"
0.123456777778,0.26389,0.22222,"--"
0.317592666667,0.5,0.34722,"--"
0.325,0.5,0.31944,"-"
0.739584166667,0.5,0.41667,"0"
0.30556,0.51389,0.27778,"--"
0.491453076923,0.5,0.36111,"-"
?,0.5,0.5,"0"
0.569443333333,0.5,0.27778,"-"
0.26389,0.5,0.34722,"-"
0.31944,0.45833,0.375,"0"
0.84722,0.84722,0.5,"++"
0.422979090909,0.75,0.23611,"-"
0.48611,0.5,0.34722,"-"
0.73611,0.73611,0.43056,"++"
0.23611,0.52778,0.23611,"0"
0.375,0.5,0.19444,"-"
0.345676666667,0.58333,0.33333,"0"
0.25,0.61111,0.5,"-"
0.61111,0.61111,0.43056,"-"
0.4145795,0.625,0.16667,"0"
0.574073333333,0.63889,0.23611,"-"
0.30556,0.44444,0.34722,"-"
?,0.5,0.16667,"0"
0.296296666667,0.54167,0.52778,"-"
0.11111,0.44444,0.055556,"--"
0.669448,0.48611,0.45833,"0"
0.375,0.5,0.22222,"+"
0.65278,0.55556,0.5,"-"
0.125,0.5,0.27778,"--"
0.511695789474,0.33333,0.31944,"--"
0.36111,0.5,0.30556,"0"
0.487180769231,0.61111,0.5,"+"
0.622221,0.52778,0.31944,"+"
0.83333,0.5,0.16667,"-"
0.138889,0.52778,0.26389,"-"
0.667735384615,0.66667,0.16667,"0"
0.61111,0.56944,0.40278,"-"
0.40278,0.5,0.27778,"0"
0.33333,0.5,0.31944,"-"
0.338733888889,0.5,0.36111,"-"
0.24218875,0.23611,0.013889,"--"
0.310181666667,0.5,0.25,"-"
0.317309230769,0.31944,0.13889,"--"
0.31944,0.34722,0.11111,"-"
0.513888,0.5,0.38889,"0"
0.490340434783,0.5,0.44444,"-"
0.416663333333,0.5,0.083333,"-"
?,0.5,0.33333,"0"
0.26852,0.5,0.45833,"-"
0.476851111111,0.52778,0.5,"--"
?,0.44444,0.38889,"-"
0.375,0.51389,0.375,"0"
0.72222,0.66667,0.41667,"+"
0.699998,0.875,0.55556,"+"
?,0.59722,0.5,"0"
0.33333,0.61111,0.45833,"-"
0.16667,0.5,0.16667,"--"
0.055556,0.5,0.15278,"-"
0.5,0.65278,0.5,"-"
0.26389,0.5,0.26389,"--"
0.36111,0.5,0.41667,"0"
0.485476818182,0.72222,0.5,"0"
?,0.5,0.44444,"-"
0.19444,0.5,0.27778,"-"
0.298612428571,0.5,0.16667,"-"
0.350695,0.65278,0.33333,"-"
?,0.38889,0.27778,"0"
0.293652857143,0.33333,0.16667,"--"
0.457070909091,0.65278,0.22222,"0"
0.31944,0.5,0.375,"0"
0.70833,0.70833,0.5,"++"
0.25,0.43056,0.19444,"--"
0.22222,0.5,0.19444,"0"
?,0.5,0.44444,"-"
0.732024117647,0.84722,0.5,"++"
0.51307,0.66667,0.25,"-"
?,0.56944,0.38889,"-"
0.4814825,0.30556,0.22222,"-"
0.256945,0.45833,0.13889,"-"
0.444446666667,0.5,0.40278,"-"
?,0.56944,0.5,"-"
0.18611,0.54167,0.375,"-"
0.299770833333,0.5,0.34722,"-"
0.702382857143,0.5,0.36111,"+"
0.625,0.45833,0.45833,"-"
?,0.52778,0.125,"--"
0.633336,0.63889,0.33333,"0"
0.307097777778,0.5,0.19444,"--"
0.305555,0.5,0.25,"0"
0.25,0.44444,0.25,"--"
0.0,0.5,0.027778,"--"
0.544446,0.58333,0.5,"-"
0.15278,0.55556,0.125,"-"
0.15278,0.5,0.125,"--"
0.22222,0.44444,0.43056,"-"
0.625,0.5,0.34722,"0"
?,0.45833,0.30556,"-"
0.76389,0.59722,0.5,"+"
0.055556,0.38889,0.0,"--"
0.597223333333,0.73611,0.38889,"+"
0.170941538462,0.27778,0.0,"--"
0.250001333333,0.5,0.16667,"--"
0.11111,0.5,0.16667,"--"
0.26389,0.5,0.23611,"--"
0.230554,0.23611,0.15278,"--"
0.188886,0.5,0.18056,"--"
0.563271111111,0.66667,0.61111,"+"
0.493055,0.5,0.36111,"-"
0.479165,0.45833,0.18056,"-"
?,0.5,0.31944,"0"
0.277774444444,0.66667,0.19444,"--"
0.65278,0.66667,0.58333,"0"
0.473958125,0.5,0.36111,"--"
0.23611,0.52778,0.31944,"-"
0.338541875,0.38889,0.18056,"--"
0.45406,0.5,0.23611,"-"
0.42534625,0.38889,0.083333,"-"
0.66667,0.55556,0.5,"-"
0.29167,0.45833,0.29167,"--"
0.72222,0.48611,0.45833,"0"
0.90278,0.61111,0.20833,"-"
0.11111,0.5,0.27778,"--"
0.36111,0.5,0.083333,"--"
?,0.5,0.5,"0"
0.212963,0.5,0.38889,"--"
0.33333,0.5,0.22222,"--"
0.5,0.5,0.36111,"-"
0.61111,0.51389,0.055556,"-"
0.41435125,0.23611,0.055556,"--"
0.097222,0.5,0.15278,"--"
0.644443,0.73611,0.38889,"0"
?,0.5,0.48611,"0"
0.345831,0.48611,0.27778,"-"
0.311732222222,0.5,0.19444,"--"
0.75,0.5,0.375,"-"
0.30556,0.5,0.5,"+"
0.30556,0.51389,0.5,"-"
0.313886,0.58333,0.18056,"--"
0.376068461538,0.5,0.48611,"0"
0.36111,0.5,0.36111,"-"
0.11111,0.5,0.11111,"-"
0.42534625,0.5,0.013889,"--"
0.36111,0.5,0.16667,"--"
0.375,0.5,0.23611,"--"
0.16667,0.45833,0.43056,"-"
0.34722,0.47222,0.083333,"-"
0.357144285714,0.5,0.27778,"-"
0.56111,0.61111,0.5,"0"
?,0.58333,0.5,"-"
0.33333,0.36111,0.33333,"0"
?,0.5,0.40278,"0"
0.19444,0.5,0.23611,"--"
0.338892,0.43056,0.33333,"-"
0.38889,0.63889,0.16667,"--"
0.055556,0.5,0.11111,"-"
0.472222857143,0.63889,0.5,"--"
0.625,0.45833,0.41667,"0"
0.36111,0.51389,0.47222,"0"
?,0.5,0.27778,"-"
0.615337826087,0.5,0.47222,"-"
0.61111,0.58333,0.47222,"-"
?,0.63889,0.52778,"-"
0.760415,0.66667,0.5,"0"
0.69444,0.69444,0.5,"-"
0.25,0.52778,0.25,"-"
0.38889,0.5,0.30556,"0"
0.467593333333,0.69444,0.30556,"0"
0.61111,0.54167,0.30556,"-"
0.083333,0.5,0.34722,"--"
0.33333,0.5,0.47222,"--"
0.38889,0.38889,0.38889,"--"
?,0.5,0.5,"0"
0.229165,0.5,0.013889,"--"
0.375,0.59722,0.34722,"+"
0.33333,0.48611,0.33333,"-"
?,0.54167,0.5,"-"
0.29167,0.45833,0.18056,"-"
0.324843333333,0.52778,0.069444,"-"
0.25,0.5,0.26389,"-"
0.375,0.61111,0.5,"-"
0.36111,0.44444,0.23611,"0"
0.76389,0.76389,0.52778,"0"
0.37778,0.5,0.31944,"-"
0.16667,0.43056,0.25,"--"
0.3125,0.5,0.25,"-"
?,0.5,0.097222,"--"
0.319444545455,0.23611,0.069444,"--"
0.30556,0.5,0.15278,"--"
0.34028,0.5,0.30556,"-"
0.75,0.52778,0.5,"0"
0.32176,0.47222,0.22222,"-"
0.379626666667,0.61111,0.19444,"-"
0.744446,0.51389,0.097222,"-"
0.61111,0.5,0.45833,"-"
0.52778,0.45833,0.13889,"-"
0.389878571429,0.5,0.15278,"-"
0.18056,0.5,0.22222,"-"
0.290404090909,0.51389,0.38889,"-"
0.685183333333,0.80556,0.5,"0"
0.315475714286,0.5,0.11111,"-"
0.43651,0.61111,0.41667,"0"
0.65278,0.65278,0.44444,"0"
0.68056,0.5,0.19444,"-"
0.34722,0.51389,0.5,"-"
0.22222,0.56944,0.22222,"--"
0.44192,0.77778,0.25,"-"
0.29167,0.5,0.16667,"-"
?,0.5,0.47222,"+"
0.16667,0.56944,0.16667,"--"
0.36111,0.55556,0.40278,"+"
?,0.5,0.23611,"-"
0.38889,0.5,0.38889,"+"
0.16667,0.43056,0.20833,"--"
0.549017058824,0.5,0.16667,"--"
0.33333,0.5,0.29167,"-"
?,0.5,0.13889,"-"
0.25,0.5,0.25,"-"
0.716046666667,0.55556,0.33333,"-"
0.513887058824,0.75,0.11111,"-"
0.25,0.5,0.36111,"-"
0.659190769231,0.43056,0.40278,"-"
0.19444,0.5,0.15278,"--"
0.388888,0.79167,0.5,"+"
0.27778,0.5,0.34722,"0"
0.34722,0.51389,0.16667,"0"
0.35494,0.625,0.27778,"0"
0.296295777778,0.45833,0.40278,"-"
?,0.47222,0.26389,"--"
0.549244545455,0.63889,0.125,"-"
?,0.5,0.5,"-"
0.3194425,0.5,0.16667,"--"
0.331346571429,0.5,0.23611,"-"
0.311507428571,0.5,0.125,"--"
0.247471818182,0.48611,0.125,"--"
0.34182,0.48611,0.22222,"--"
0.472222,0.5,0.43056,"-"
0.59375,0.45833,0.069444,"-"
0.252314166667,0.58333,0.22222,"-"
0.34722,0.5,0.34722,"-"
0.625,0.5,0.44444,"-"
0.19444,0.41667,0.29167,"-"
?,0.5,0.33333,"+"
0.361112,0.30556,0.19444,"-"
0.344446,0.375,0.33333,"-"
0.219444,0.5,0.16667,"--"
0.303420769231,0.5,0.30556,"0"
0.62631952381,0.5,0.25,"-"
0.651515454545,0.63889,0.56944,"+"
0.757408666667,0.56944,0.5,"0"
0.58506975,0.72222,0.15278,"--"
0.38889,0.38889,0.23611,"-"
0.27778,0.38889,0.27778,"-"
0.637625454545,0.56944,0.5,"-"
0.27257125,0.51389,0.27778,"-"
0.27778,0.5,0.44444,"0"
0.32222,0.5,0.5,"-"
?,0.5,0.40278,"0"
0.61111,0.58333,0.0,"-"
0.26389,0.5,0.26389,"0"
0.33333,0.5,0.19444,"--"
0.20833,0.44444,0.097222,"--"
0.375,0.41667,0.375,"-"
0.36111,0.5,0.18056,"0"
0.66204,0.5,0.44444,"-"
0.375,0.81944,0.5,"-"
0.0833337142857,0.5,0.29167,"-"
0.433532857143,0.5,0.29167,"--"
0.5,0.63889,0.38889,"0"
0.25,0.5,0.34722,"--"
0.5347225,0.30556,0.23611,"-"
0.483334,0.38889,0.29167,"--"
0.563131818182,0.36111,0.29167,"-"
0.219769411765,0.5,0.013889,"-"
0.29167,0.5,0.38889,"-"
0.13889,0.5,0.16667,"--"
0.311965384615,0.5,0.45833,"-"
0.38889,0.5,0.26389,"-"
0.375,0.59722,0.5,"-"
0.270061111111,0.51389,0.22222,"--"
0.34722,0.5,0.27778,"-"
0.244444,0.38889,0.22222,"--"
0.19444,0.5,0.125,"--"
0.21688,0.31944,0.013889,"--"
0.455556,0.5,0.26389,"--"
0.36111,0.68056,0.45833,"++"
0.72222,0.52778,0.38889,"-"
0.50992,0.70833,0.51389,"-"
?,0.5,0.40278,"0"
?,0.5,0.45833,"0"
0.341048888889,0.68056,0.041667,"--"
0.11111,0.41667,0.31944,"-"
0.38889,0.47222,0.30556,"0"
0.36111,0.5,0.40278,"-"
0.468059,0.5,0.41667,"0"
0.2725675,0.45833,0.23611,"--"
0.560186666667,0.5,0.055556,"--"
0.33333,0.5,0.25,"-"
0.595234285714,0.72222,0.5,"+"
0.63889,0.69444,0.63889,"0"
0.20139,0.5,0.13889,"--"
0.26389,0.59722,0.26389,"--"
?,0.5,0.45833,"0"
0.27778,0.5,0.27778,"-"
0.192306923077,0.55556,0.19444,"--"
0.27778,0.44444,0.27778,"--"
0.27778,0.56944,0.5,"-"
0.15278,0.5,0.16667,"-"
0.15278,0.54167,0.15278,"-"
0.27778,0.5,0.33333,"-"
0.29167,0.56944,0.47222,"0"
0.358334,0.5,0.25,"-"
0.259615538462,0.5,0.19444,"--"
0.16667,0.5,0.055556,"0"
0.1909725,0.22222,0.13889,"-"
0.271368461538,0.44444,0.097222,"--"
0.28333,0.36111,0.19444,"--"
0.30556,0.5,0.31944,"-"
0.0,0.54167,0.041667,"--"
0.185184666667,0.5,0.29167,"+"
0.75,0.73611,0.26389,"-"
0.40741,0.5,0.30556,"0"
0.333334210526,0.33333,0.055556,"-"
0.30556,0.5,0.38889,"0"
0.30556,0.48611,0.41667,"-"
0.322226,0.65278,0.34722,"-"
0.097222,0.5,0.097222,"--"
0.519445,0.5,0.083333,"--"
0.33333,0.5,0.22222,"0"
?,0.5,0.41667,"0"
0.4375,0.5,0.15278,"0"
0.23611,0.5,0.22222,"--"
?,0.68056,0.5,"+"
0.30556,0.63889,0.30556,"-"
0.558336,0.5,0.20833,"-"
0.42778,0.61111,0.43056,"0"
0.19444,0.5,0.19444,"--"
?,0.55556,0.5,"0"
0.81944,0.5,0.34722,"-"
0.444448571429,0.5,0.36111,"-"
0.35119,0.45833,0.41667,"0"
0.80556,0.51389,0.5,"0"
0.61111,0.59722,0.5,"--"
0.0520833333333,0.125,0.0,"--"
0.38889,0.38889,0.20833,"-"
0.607453684211,0.5,0.33333,"-"
0.303031818182,0.5,0.11111,"--"
?,0.5,0.40278,"-"
?,0.45833,0.19444,"-"
0.68056,0.5,0.29167,"-"
0.552468888889,0.68056,0.20833,"-"
0.34722,0.5,0.38889,"-"
0.31944,0.41667,0.31944,"--"
0.376324285714,0.31944,0.19444,"-"
0.16667,0.5,0.29167,"-"
0.3564825,0.66667,0.055556,"0"
?,0.5,0.41667,"0"
0.38889,0.5,0.23611,"0"
0.21528,0.45833,0.083333,"-"
0.30556,0.5,0.40278,"--"
?,0.5,0.47222,"0"
0.41493125,0.5,0.22222,"--"
0.61111,0.5,0.31944,"0"
0.36111,0.375,0.33333,"--"
?,0.5,0.45833,"-"
0.316664,0.45833,0.45833,"0"
?,0.51389,0.5,"0"
0.32639,0.33333,0.22222,"--"
0.72222,0.59722,0.38889,"+"
0.36111,0.55556,0.55556,"-"
0.33333,0.45833,0.33333,"-"
0.20833,0.5,0.083333,"-"
0.695832,0.75,0.5,"0"
0.29167,0.5,0.19444,"-"
0.296296666667,0.84722,0.27778,"-"
0.545631428571,0.5,0.44444,"0"
0.47361,0.5,0.41667,"0"
?,0.5,0.33333,"--"
0.356836307692,0.70833,0.055556,"--"
0.550214615385,0.98611,0.27778,"0"
0.3798635,0.33333,0.26389,"-"
?,0.5,0.43056,"+"
0.083333,0.5,0.38889,"--"
0.46354125,0.5,0.097222,"--"
0.223146666667,0.5,0.11111,"--"
0.483025555556,0.5,0.16667,"-"
0.285184,0.5,0.125,"--"
0.680553333333,0.625,0.5,"-"
0.375,0.5,0.375,"-"
0.302465555556,0.5,0.38889,"--"
0.68056,0.5,0.20833,"-"
0.20833,0.5,0.30556,"-"
0.38889,0.5,0.22222,"-"
0.30556,0.5,0.20833,"-"
0.22222,0.5,0.33333,"0"
?,0.5,0.44444,"0"
?,0.5,0.45833,"0"
?,0.5,0.43056,"0"
0.27778,0.5,0.36111,"-"
0.375,0.5,0.375,"-"
0.404968421053,0.5,0.055556,"--"
0.407741428571,0.40278,0.22222,"-"
0.512730833333,0.61111,0.375,"-"
0.395299230769,0.77778,0.29167,"0"
?,0.5,0.45833,"--"
0.512626363636,0.77778,0.44444,"0"
0.164681142857,0.20833,0.055556,"-"
0.38889,0.5,0.38889,"--"
?,0.70833,0.5,"0"
?,0.56944,0.45833,"0"
?,0.51389,0.5,"-"
0.427776,0.5,0.41667,"0"
0.666666315789,0.75,0.27778,"-"
?,0.625,0.5,"0"
?,0.58333,0.55556,"0"
0.20833,0.5,0.375,"-"
0.61111,0.61111,0.5,"0"
0.20833,0.5,0.30556,"-"
0.29861,0.5,0.055556,"-"
0.33333,0.61111,0.5,"0"
0.69444,0.5,0.34722,"--"
0.569445,0.5,0.48611,"0"
0.673245263158,0.625,0.38889,"0"
0.209325714286,0.5,0.30556,"--"
0.80556,0.5,0.44444,"-"
?,0.45833,0.19444,"--"
0.656947,0.66667,0.65278,"++"
0.507247391304,0.83333,0.5,"--"
0.65278,0.5,0.43056,"+"
0.502081,0.5,0.375,"-"
?,0.5,0.22222,"-"
0.29167,0.56944,0.16667,"-"
0.507406666667,0.63889,0.27778,"+"
0.22222,0.5,0.25,"-"
0.22222,0.55556,0.47222,"-"
0.13889,0.5,0.11111,"--"
0.29861,0.51389,0.23611,"0"
0.66667,0.5,0.16667,"--"
0.594447,0.70833,0.45833,"+"
?,0.75,0.5,"0"
0.353533636364,0.5,0.45833,"-"
0.493684545455,0.5,0.25,"-"
0.13889,0.5,0.13889,"--"
0.281568181818,0.5,0.125,"-"
0.26389,0.5,0.41667,"+"
0.207342857143,0.5,0.11111,"--"
0.597218333333,0.54167,0.25,"-"
0.290123333333,0.38889,0.20833,"-"
?,0.5,0.18056,"-"
0.22222,0.54167,0.22222,"-"
0.65278,0.5,0.22222,"--"
0.563130909091,0.68056,0.5,"-"
?,0.5,0.5,"-"
0.670136875,0.63889,0.5,"+"
0.276232222222,0.5,0.16667,"--"
0.23611,0.45833,0.44444,"0"
0.42222,0.55556,0.5,"0"
0.576923076923,0.44444,0.375,"--"
?,0.5,0.23611,"-"
0.30556,0.5,0.27778,"--"
?,0.58333,0.5,"0"
0.290848235294,0.58333,0.36111,"--"
0.579169,0.47222,0.125,"-"
?,0.59722,0.45833,"0"
0.29167,0.5,0.19444,"0"
0.625,0.5,0.11111,"--"
0.31944,0.5,0.31944,"-"
0.0808074545455,0.26389,0.11111,"-"
0.375003333333,0.79167,0.15278,"--"
0.0,0.375,0.0,"0"
0.34722,0.5,0.34722,"-"
0.424240909091,0.5,0.30556,"-"
?,0.51389,0.46875,"-"
0.61111,0.75,0.5,"0"
?,0.5,0.5,"0"
0.420831,0.55556,0.25,"-"
0.50617,0.72222,0.33333,"+"
0.314817777778,0.5,0.30556,"0"
?,0.59722,0.5,"0"
0.27778,0.5,0.18056,"0"
0.717172727273,0.59722,0.5,"0"
0.499305,0.55556,0.31944,"--"
?,0.5,0.29167,"0"
0.26389,0.48611,0.26389,"--"
0.055556,0.5,0.43056,"--"
?,0.51389,0.41667,"--"
?,0.5,0.25,"0"
0.80556,0.5,0.48611,"-"
0.343056,0.52778,0.5,"0"
0.354796363636,0.34722,0.16667,"--"
0.618055,0.41667,0.40278,"0"
0.083333,0.54167,0.083333,"-"
0.26389,0.5,0.13889,"-"
0.236108888889,0.5,0.41667,"-"
0.399998,0.52778,0.5,"0"
?,0.5,0.5,"-"
0.368827777778,0.5,0.22222,"--"
0.77778,0.51389,0.5,"-"
?,0.55556,0.47222,"-"
0.228756470588,0.5,0.20833,"-"
0.36111,0.55556,0.29167,"-"
0.504275384615,0.66667,0.22222,"+"
0.18056,0.5,0.18056,"-"
0.256482,0.26389,0.25,"--"
0.63889,0.5,0.33333,"+"
0.541665,0.5,0.33333,"0"
0.29167,0.5,0.29167,"-"
0.572531111111,0.51389,0.26389,"-"
0.66667,0.56944,0.375,"+"
0.370773043478,0.5,0.29167,"-"
0.625,0.63889,0.625,"+"
0.31944,0.44444,0.43056,"-"
0.20833,0.55556,0.29167,"-"
0.699073333333,0.5,0.16667,"-"
0.531044705882,0.5,0.25,"-"
0.63889,0.72222,0.63889,"0"
0.16667,0.51389,0.16667,"-"
0.38889,0.45833,0.29167,"-"
0.18056,0.5,0.18056,"--"
0.589506666667,0.5,0.22222,"-"
0.11111,0.44444,0.22222,"-"
?,0.5,0.48611,"0"
?,0.59722,0.51389,"-"
0.36111,0.5,0.375,"0"
0.625,0.625,0.5,"0"
0.520835,0.58333,0.5,"-"
0.353173571429,0.5,0.34722,"-"
0.31944,0.5,0.44444,"-"
0.58796,0.5,0.45833,"-"
?,0.5,0.40278,"-"
0.474207142857,0.55556,0.18056,"-"
0.372223333333,0.65278,0.375,"0"
?,0.5,0.26389,"0"
0.61111,0.61111,0.44444,"0"
0.36111,0.5,0.40278,"-"
?,0.52778,0.45833,"0"
?,0.45833,0.375,"-"
0.33333,0.5,0.48611,"0"
0.19444,0.5,0.083333,"--"
0.254273846154,0.25,0.069444,"--"
?,0.5,0.19444,"--"
0.76389,0.76389,0.54167,"-"
?,0.5,0.5,"0"
0.579364285714,0.5,0.29167,"-"
0.60556,0.5,0.48611,"0"
0.29167,0.5,0.23611,"0"
0.625,0.5,0.34722,"0"
0.302468888889,0.5,0.20833,"-"
?,0.5,0.40278,"-"
0.297983636364,0.5,0.125,"--"
0.625,0.5,0.44444,"0"
0.31944,0.5,0.375,"-"
?,0.59722,0.5,"-"
0.70833,0.75,0.52778,"+"
0.227271363636,0.5,0.0,"--"
?,0.5,0.31944,"--"
0.279239473684,0.5,0.27778,"-"
0.25,0.5,0.26389,"--"
?,0.45833,0.43056,"-"
0.33333,0.54167,0.33333,"0"
0.324651875,0.5,0.375,"--"
0.61111,0.54167,0.52778,"+"
0.273988181818,0.5,0.11111,"-"
0.363888,0.375,0.375,"-"
0.23611,0.41667,0.23611,"--"
0.36111,0.5,0.20833,"-"
0.229166666667,0.65278,0.5,"-"
0.38889,0.5,0.19444,"0"
0.138889,0.33333,0.25,"-"
0.15278,0.69444,0.19444,"--"
